TicketID,CustomerID,Market,Region,OpenDate,CloseDate,IssueType,Resolution,Resolved,CSAT
TKT-3717BLF5,CUST-030897,LATAM,Mexico,31-12-2024,16-01-2025,Billing,Resolved,Yes,1
TKT-3DGK8LYI,CUST-032589,MEA,Saudi Arabia,24-10-2022,19-11-2022,International,Plan Adjusted,Yes,1
TKT-3KOOUQHG,CUST-019660,EU,UK,14-12-2023,04-01-2024,Plan Change,Resolved,Yes,3
TKT-Q51CZUAC,CUST-010213,APAC,Japan,01-08-2024,14-08-2024,Device,Escalated,Yes,4
TKT-K01RGCU5,CUST-009680,EU,Italy,26-08-2024,22-09-2024,Other,Plan Adjusted,Yes,3
TKT-UTDT71OI,CUST-002714,EU,France,05-01-2022,26-01-2022,Network,Plan Adjusted,Yes,4
TKT-3M2IHIJW,CUST-010166,APAC,Australia,24-09-2022,25-09-2022,Billing,Resolved,Yes,3
TKT-O0HPHQK7,CUST-017584,NA,Canada-West,05-03-2024,07-03-2024,Plan Change,Technician Visit,Yes,5
TKT-G4IATVAE,CUST-022141,EU,UK,30-01-2022,16-02-2022,Network,Refund Issued,Yes,5
TKT-4ATBDYI8,CUST-019363,NA,Canada-East,03-10-2022,24-10-2022,Roaming,Resolved,Yes,3
TKT-AV9PLXR2,CUST-037974,LATAM,Colombia,22-09-2022,,Device,Escalated,No,4
TKT-U357BAF0,CUST-023166,MEA,South Africa,17-11-2024,09-12-2024,Billing,Technician Visit,Yes,5
TKT-OIGFAMWK,CUST-024092,EU,UK,20-11-2023,,Other,Resolved,No,5
TKT-JOMU2T6Y,CUST-024120,NA,Canada-West,24-02-2025,28-02-2025,Value Added Services,Refund Issued,Yes,5
TKT-T4F7SN9J,CUST-029800,NA,Canada-West,03-03-2025,04-03-2025,Network,Resolved,Yes,4
TKT-4YU2BKJ1,CUST-026063,NA,USA-East,26-08-2022,,Device,Resolved,No,3
TKT-5JKCD7YD,CUST-014213,APAC,Singapore,11-07-2025,03-08-2025,Device,Plan Adjusted,Yes,3
TKT-FD0AUDJG,CUST-014809,NA,USA-East,28-12-2023,28-12-2023,Network,Resolved,Yes,3
TKT-QYV6WFXC,CUST-011165,EU,UK,26-03-2025,10-04-2025,Other,Resolved,Yes,1
TKT-V1EZJF50,CUST-024969,EU,Italy,27-06-2022,11-07-2022,International,Resolved,Yes,4
TKT-FAQ75GT7,CUST-000306,MEA,Kenya,08-08-2024,19-08-2024,Network,Resolved,Yes,3
TKT-8Q5JK1DS,CUST-029824,APAC,India,20-11-2022,17-12-2022,International,Resolved,Yes,3
TKT-1L3Z4ZE5,CUST-007473,LATAM,Chile,02-08-2023,06-08-2023,Network,Resolved,Yes,3
TKT-QPBPPLZB,CUST-007859,APAC,India,21-04-2023,26-04-2023,Network,Refund Issued,Yes,5
TKT-6PB916NX,CUST-001235,NA,USA-West,14-08-2023,25-08-2023,Network,Resolved,Yes,5
TKT-6FRTHC70,CUST-003266,APAC,Australia,13-07-2022,15-07-2022,International,Refund Issued,Yes,4
TKT-CXSXFV1C,CUST-037765,NA,Canada-West,15-12-2022,19-12-2022,Value Added Services,Resolved,Yes,3
TKT-EEIQ4XV4,CUST-031439,EU,UK,28-05-2023,05-06-2023,Billing,Resolved,Yes,2
TKT-7IUTWUKU,CUST-026154,APAC,Singapore,10-04-2022,17-04-2022,Billing,Resolved,Yes,4
TKT-IVR83RYE,CUST-035943,NA,Canada-West,08-07-2023,21-07-2023,Network,Escalated,Yes,2
TKT-UABVWHTD,CUST-038650,NA,USA-West,11-02-2024,27-02-2024,Network,Resolved,Yes,5
TKT-20964TAG,CUST-032083,NA,Canada-West,03-03-2023,17-03-2023,Roaming,Escalated,Yes,4
TKT-PSD9D5CX,CUST-027983,LATAM,Colombia,14-09-2022,,Billing,Resolved,No,4
TKT-JBI6CWS6,CUST-031789,MEA,Kenya,29-03-2023,21-04-2023,Billing,Resolved,Yes,5
TKT-XX1YQ1UX,CUST-017307,APAC,Singapore,14-03-2022,17-03-2022,Network,Escalated,Yes,3
TKT-3KVLFRHT,CUST-026048,NA,Canada-East,13-04-2024,14-04-2024,Plan Change,Resolved,Yes,3
TKT-SX3FKKP0,CUST-024617,APAC,India,10-03-2025,08-04-2025,Billing,Resolved,Yes,3
TKT-I1WVVUU6,CUST-021126,LATAM,Chile,18-10-2024,01-11-2024,Roaming,No Issue Found,Yes,4
TKT-MF92UQSY,CUST-018333,EU,UK,17-08-2024,15-09-2024,Value Added Services,No Issue Found,Yes,3
TKT-2QGIYDQ6,CUST-004194,NA,USA-East,13-11-2023,24-11-2023,Network,Refund Issued,Yes,3
TKT-L1Z6WUKX,CUST-020515,NA,USA-East,17-11-2022,22-11-2022,Device,Resolved,Yes,3
TKT-TLELLZRQ,CUST-013539,LATAM,Mexico,15-04-2022,27-04-2022,Roaming,Resolved,Yes,4
TKT-22S4V4V3,CUST-009676,NA,Canada-East,29-04-2023,27-05-2023,Billing,Refund Issued,Yes,3
TKT-50W1YCRV,CUST-030520,APAC,Singapore,31-01-2022,01-02-2022,Other,Resolved,Yes,3
TKT-EHBZZ9SF,CUST-002369,EU,Germany,06-05-2023,16-05-2023,Billing,Resolved,Yes,1
TKT-SW915R8W,CUST-023868,EU,Spain,07-11-2024,07-11-2024,Network,Resolved,Yes,4
TKT-MKL0ORZF,CUST-004486,NA,Canada-West,26-11-2022,27-11-2022,Device,Resolved,Yes,2
TKT-8OAH6P1C,CUST-007143,LATAM,Argentina,26-01-2023,,Billing,Resolved,No,3
TKT-2O3A3OSN,CUST-039287,NA,Canada-East,08-11-2023,25-11-2023,Network,Resolved,Yes,4
TKT-HLTR1M7O,CUST-037998,NA,Canada-East,17-07-2024,01-08-2024,Roaming,Resolved,Yes,3
TKT-EXOP1J32,CUST-036833,APAC,Singapore,17-01-2025,20-01-2025,Network,Resolved,Yes,4
TKT-1AY8ZMMO,CUST-013477,APAC,South Korea,27-12-2022,01-01-2023,Plan Change,No Issue Found,Yes,3
TKT-PGQ0K55H,CUST-005000,NA,Canada-West,18-01-2023,13-02-2023,Network,Resolved,Yes,4
TKT-MLVDP8L8,CUST-036766,APAC,Singapore,24-03-2025,09-04-2025,Other,Technician Visit,Yes,2
TKT-S39H2CXX,CUST-002571,EU,UK,24-09-2024,10-10-2024,Other,Resolved,Yes,3
TKT-BV8TOFSN,CUST-022939,APAC,Japan,26-07-2022,,Network,Resolved,No,5
TKT-COX9SBLS,CUST-039790,NA,USA-West,29-04-2025,18-05-2025,Device,Plan Adjusted,Yes,5
TKT-NITALMKA,CUST-037656,MEA,Kenya,17-09-2022,24-09-2022,Billing,Resolved,Yes,4
TKT-BVK16IVB,CUST-009532,MEA,UAE,13-07-2024,01-08-2024,Value Added Services,No Issue Found,Yes,1
TKT-6GEQA85N,CUST-027810,APAC,Australia,08-02-2023,,Roaming,Technician Visit,No,3
TKT-GR4EAYRD,CUST-013858,LATAM,Brazil,06-08-2024,11-08-2024,Other,Resolved,Yes,1
TKT-LHNU8M3O,CUST-011733,EU,France,25-01-2024,10-02-2024,Network,No Issue Found,Yes,4
TKT-CI7JYTCF,CUST-005407,MEA,UAE,12-02-2025,,Network,Resolved,No,1
TKT-UDN0IEJL,CUST-014732,APAC,South Korea,12-03-2023,,Network,Technician Visit,No,3
TKT-UMBX9ORK,CUST-023698,NA,Canada-West,04-05-2024,27-05-2024,Billing,Refund Issued,Yes,2
TKT-5K5TTEU5,CUST-029923,LATAM,Argentina,08-03-2023,13-03-2023,Plan Change,Plan Adjusted,Yes,3
TKT-WDKTJAWU,CUST-034166,APAC,South Korea,10-12-2023,,Billing,No Issue Found,No,5
TKT-40P7U75E,CUST-014333,APAC,India,01-04-2022,10-04-2022,Network,Plan Adjusted,Yes,4
TKT-Q9II3XGP,CUST-025750,APAC,Singapore,10-10-2022,05-11-2022,Roaming,Resolved,Yes,4
TKT-VJOMKARM,CUST-019683,NA,Canada-West,13-03-2024,04-04-2024,Network,Technician Visit,Yes,5
TKT-NLCQ0B2I,CUST-000887,NA,USA-West,27-08-2022,24-09-2022,Roaming,Escalated,Yes,5
TKT-K4LRTU5Q,CUST-020007,MEA,Egypt,11-01-2023,,Billing,Resolved,No,3
TKT-0PKWFIIH,CUST-018798,LATAM,Argentina,22-01-2024,27-01-2024,Device,Technician Visit,Yes,5
TKT-OABRQUYN,CUST-028160,APAC,India,26-12-2022,22-01-2023,Roaming,Plan Adjusted,Yes,1
TKT-9WICBZQO,CUST-001263,EU,France,18-01-2022,25-01-2022,Device,Resolved,Yes,4
TKT-R5AFE1YL,CUST-005043,APAC,South Korea,24-01-2022,13-02-2022,Device,No Issue Found,Yes,5
TKT-FAX3KF96,CUST-006481,NA,Canada-West,20-02-2024,23-02-2024,Network,Resolved,Yes,5
TKT-4ATE0FEU,CUST-037824,NA,Canada-East,18-07-2024,15-08-2024,Network,Resolved,Yes,4
TKT-IL01IGE5,CUST-017243,EU,France,12-04-2024,19-04-2024,International,Resolved,Yes,4
TKT-FLNW1KDK,CUST-009803,APAC,India,11-09-2024,01-10-2024,Billing,Resolved,Yes,3
TKT-67TLWPT4,CUST-028077,APAC,India,09-08-2023,,Device,No Issue Found,No,2
TKT-AD5ASJSH,CUST-000851,APAC,South Korea,12-05-2025,22-05-2025,Device,Technician Visit,Yes,5
TKT-S84IEB8K,CUST-020799,NA,USA-West,17-02-2022,,Billing,No Issue Found,No,4
TKT-L3UAZJO6,CUST-023104,APAC,Australia,02-10-2024,14-10-2024,Network,Plan Adjusted,Yes,3
TKT-YJ263Y8A,CUST-037514,NA,USA-East,16-08-2024,18-08-2024,Plan Change,Refund Issued,Yes,4
TKT-V62NOQDY,CUST-003845,APAC,Singapore,05-04-2025,01-05-2025,Billing,Technician Visit,Yes,3
TKT-4K7UF1EQ,CUST-018142,EU,UK,18-03-2025,02-04-2025,Network,Resolved,Yes,3
TKT-K8Y1OPBG,CUST-010335,APAC,South Korea,23-12-2023,,Value Added Services,Technician Visit,No,4
TKT-VD86XMTE,CUST-014952,APAC,Singapore,10-05-2022,27-05-2022,International,Technician Visit,Yes,5
TKT-0YCLS822,CUST-013614,APAC,Australia,19-09-2024,15-10-2024,Network,Resolved,Yes,4
TKT-QHLEPGP8,CUST-016036,NA,USA-West,01-12-2023,26-12-2023,Billing,Resolved,Yes,3
TKT-X3FEVUX6,CUST-000911,NA,USA-West,06-11-2024,27-11-2024,Value Added Services,Resolved,Yes,5
TKT-FSE0CAJQ,CUST-028596,APAC,Australia,20-02-2022,,Network,Resolved,No,5
TKT-Q9FOXV5G,CUST-011915,MEA,South Africa,03-09-2022,,Device,Technician Visit,No,4
TKT-LD8J37QT,CUST-023464,APAC,Japan,26-07-2024,31-07-2024,Network,No Issue Found,Yes,1
TKT-P8N9CT1P,CUST-016493,EU,France,08-02-2025,08-02-2025,Network,Resolved,Yes,3
TKT-0NF0KKN1,CUST-017336,MEA,Saudi Arabia,28-04-2022,,International,Plan Adjusted,No,3
TKT-8W5PZ2IS,CUST-038760,NA,USA-West,23-08-2024,14-09-2024,Network,Resolved,Yes,2
TKT-56HHOKUK,CUST-016100,LATAM,Colombia,15-05-2022,01-06-2022,Value Added Services,Resolved,Yes,4
TKT-PL3AIBJ1,CUST-005575,NA,Canada-West,02-01-2022,,Roaming,Resolved,No,4
TKT-FE6IUQNO,CUST-023615,EU,Italy,20-07-2024,,Roaming,Plan Adjusted,No,4
TKT-M0SDLLS3,CUST-008512,NA,USA-East,07-01-2023,26-01-2023,Network,Resolved,Yes,4
TKT-6Z9MPDTX,CUST-031928,MEA,South Africa,29-08-2023,14-09-2023,Device,Plan Adjusted,Yes,1
TKT-MECM6LWE,CUST-018845,NA,USA-East,14-02-2022,24-02-2022,Network,Resolved,Yes,5
TKT-SSZ6TG4L,CUST-023193,APAC,South Korea,14-03-2024,28-03-2024,International,Refund Issued,Yes,4
TKT-E0F6DUN7,CUST-023468,EU,Germany,27-05-2022,31-05-2022,Roaming,Refund Issued,Yes,5
TKT-7CWFHY93,CUST-030273,APAC,South Korea,22-10-2022,24-10-2022,Plan Change,Refund Issued,Yes,2
TKT-573YHTA9,CUST-005495,EU,Spain,02-06-2023,23-06-2023,Billing,Resolved,Yes,1
TKT-AT9NUH6H,CUST-017088,APAC,Singapore,15-04-2023,,Plan Change,Plan Adjusted,No,5
TKT-22SA97R7,CUST-021440,APAC,South Korea,21-05-2023,27-05-2023,International,Resolved,Yes,3
TKT-6Z0AF8FH,CUST-027366,NA,Canada-West,23-06-2025,29-06-2025,Billing,Resolved,Yes,5
TKT-SRQTHKA4,CUST-010829,LATAM,Brazil,02-12-2023,02-12-2023,Roaming,Resolved,Yes,4
TKT-NIOY4ITH,CUST-033278,NA,Canada-West,03-05-2025,18-05-2025,Network,No Issue Found,Yes,4
TKT-UV6DOW2Y,CUST-006635,NA,Canada-West,03-09-2022,09-09-2022,Plan Change,Resolved,Yes,4
TKT-135D6RE1,CUST-016619,APAC,Japan,02-12-2024,08-12-2024,Network,Resolved,Yes,5
TKT-1P9SVMF8,CUST-019509,MEA,Saudi Arabia,23-07-2022,19-08-2022,Billing,Resolved,Yes,5
TKT-P1F07CSL,CUST-013300,APAC,Australia,06-07-2022,31-07-2022,Billing,Resolved,Yes,4
TKT-AROUHSPH,CUST-026610,NA,USA-East,23-04-2025,12-05-2025,Network,Resolved,Yes,5
TKT-KUD702C2,CUST-027908,EU,Spain,09-03-2022,22-03-2022,Network,Technician Visit,Yes,3
TKT-MM9CLDBW,CUST-021097,LATAM,Argentina,07-02-2024,13-02-2024,Other,Resolved,Yes,5
TKT-TRCZ1Z8X,CUST-023259,APAC,Australia,25-08-2024,06-09-2024,Device,Plan Adjusted,Yes,4
TKT-37UHV2MD,CUST-022625,APAC,Japan,22-03-2024,17-04-2024,Billing,Resolved,Yes,5
TKT-S6WK4XSJ,CUST-007641,EU,Spain,21-06-2023,06-07-2023,Other,Resolved,Yes,3
TKT-B171TZSC,CUST-014724,APAC,Japan,19-01-2025,10-02-2025,Network,Escalated,Yes,4
TKT-2C9UQQ5V,CUST-032248,NA,USA-East,31-05-2022,,Billing,Resolved,No,3
TKT-UB13NF11,CUST-005876,APAC,Australia,05-06-2022,09-06-2022,Value Added Services,Technician Visit,Yes,3
TKT-CXGJGQ62,CUST-008705,APAC,Australia,17-08-2022,28-08-2022,Billing,Plan Adjusted,Yes,3
TKT-VDFTQDOC,CUST-035489,MEA,South Africa,15-07-2022,29-07-2022,Plan Change,Technician Visit,Yes,4
TKT-V6WVV26E,CUST-022575,APAC,India,10-02-2023,07-03-2023,Network,Resolved,Yes,1
TKT-2NPIVJ6K,CUST-028781,NA,Canada-East,29-01-2022,14-02-2022,Other,Resolved,Yes,1
TKT-AW3O2NOL,CUST-008013,NA,Canada-West,13-06-2024,11-07-2024,Network,Resolved,Yes,5
TKT-O331U9W8,CUST-013415,MEA,Kenya,13-02-2025,07-03-2025,Roaming,Refund Issued,Yes,3
TKT-HXOCQ8RM,CUST-037889,APAC,Australia,30-06-2023,18-07-2023,Other,Resolved,Yes,5
TKT-EF7P8YYW,CUST-027350,NA,Canada-West,13-06-2023,,Network,Plan Adjusted,No,5
TKT-BMEJX358,CUST-020714,EU,Spain,26-02-2025,28-02-2025,Value Added Services,No Issue Found,Yes,5
TKT-BSXTHULK,CUST-024074,APAC,South Korea,07-07-2024,22-07-2024,Plan Change,Plan Adjusted,Yes,2
TKT-KLHWG97W,CUST-034679,EU,Germany,06-07-2022,31-07-2022,Billing,Resolved,Yes,1
TKT-JKMOT0JA,CUST-017539,MEA,South Africa,07-06-2022,04-07-2022,Other,Resolved,Yes,5
TKT-MW0SMJIR,CUST-000441,APAC,India,11-01-2024,18-01-2024,Network,Resolved,Yes,4
TKT-6T7PZH5B,CUST-032198,APAC,Japan,03-05-2023,23-05-2023,Network,Resolved,Yes,5
TKT-BO94QTX0,CUST-039240,NA,USA-East,02-08-2024,23-08-2024,Device,Technician Visit,Yes,1
TKT-2YD7XYY6,CUST-030026,EU,France,27-02-2022,,Billing,Resolved,No,5
TKT-1YIMDRHM,CUST-002953,NA,Canada-West,27-12-2024,,Network,Resolved,No,2
TKT-7XHRM2JR,CUST-015034,MEA,South Africa,08-07-2025,11-07-2025,Network,Resolved,Yes,2
TKT-JBAAQLEN,CUST-020502,EU,Germany,22-03-2024,13-04-2024,Plan Change,Resolved,Yes,4
TKT-X4YA32PH,CUST-025195,NA,Canada-East,23-08-2024,02-09-2024,Network,Resolved,Yes,2
TKT-QQLO8KUV,CUST-020587,EU,Italy,31-10-2024,,Network,Plan Adjusted,No,4
TKT-2RZRFL4O,CUST-000054,LATAM,Colombia,20-07-2023,12-08-2023,Network,Resolved,Yes,3
TKT-7FOSGN03,CUST-039100,APAC,Singapore,06-03-2023,19-03-2023,Plan Change,Resolved,Yes,3
TKT-V9UVMO0N,CUST-011448,EU,France,28-05-2023,05-06-2023,Device,Resolved,Yes,4
TKT-AILDU67U,CUST-009384,EU,Germany,03-07-2022,29-07-2022,Plan Change,Resolved,Yes,3
TKT-YF07QBEO,CUST-036512,EU,UK,09-01-2024,16-01-2024,Device,Resolved,Yes,4
TKT-MEQ7KMXZ,CUST-009639,EU,Italy,03-09-2022,23-09-2022,International,Refund Issued,Yes,4
TKT-RQP6JZB3,CUST-038422,EU,France,11-05-2022,27-05-2022,Network,Resolved,Yes,2
TKT-4RDLGY0H,CUST-025935,NA,Canada-West,25-06-2023,07-07-2023,International,Resolved,Yes,4
TKT-X5MA8LD5,CUST-005207,LATAM,Argentina,11-02-2024,28-02-2024,Other,Escalated,Yes,2
TKT-J8Q2O4V5,CUST-008575,LATAM,Chile,15-06-2024,09-07-2024,International,Escalated,Yes,1
TKT-G92L0EAA,CUST-005195,APAC,Singapore,30-01-2025,,Roaming,Plan Adjusted,No,3
TKT-MK2DFLQA,CUST-017344,APAC,South Korea,06-06-2023,20-06-2023,Billing,Refund Issued,Yes,5
TKT-YIG7KQNN,CUST-023247,APAC,India,08-08-2023,23-08-2023,Plan Change,No Issue Found,Yes,4
TKT-XGSJDGII,CUST-011460,LATAM,Mexico,26-01-2023,31-01-2023,Billing,Resolved,Yes,5
TKT-Y8LF0VLW,CUST-037338,APAC,Australia,21-09-2022,29-09-2022,International,Resolved,Yes,4
TKT-QH39191D,CUST-018494,NA,Canada-West,09-07-2022,30-07-2022,Network,Technician Visit,Yes,4
TKT-OCVK56XM,CUST-006995,MEA,Kenya,20-04-2023,14-05-2023,Plan Change,Resolved,Yes,4
TKT-R42Z9MJJ,CUST-011247,EU,Italy,10-10-2024,01-11-2024,Value Added Services,Resolved,Yes,4
TKT-8R7IVD6B,CUST-007953,NA,Canada-West,19-10-2022,,Other,Resolved,No,2
TKT-ZBUQU2U9,CUST-010427,EU,UK,07-11-2023,25-11-2023,Network,No Issue Found,Yes,5
TKT-WGKPHH22,CUST-017200,LATAM,Colombia,12-09-2022,02-10-2022,Billing,Technician Visit,Yes,5
TKT-DNBRNCUB,CUST-035305,APAC,Australia,02-05-2024,15-05-2024,Plan Change,Resolved,Yes,5
TKT-N2RHQ51L,CUST-013942,APAC,Singapore,05-01-2022,17-01-2022,Billing,Technician Visit,Yes,4
TKT-6YPU0ICL,CUST-026289,APAC,Japan,21-01-2022,21-01-2022,Roaming,Resolved,Yes,5
TKT-QXOJINQM,CUST-038521,LATAM,Chile,22-09-2023,01-10-2023,Billing,Technician Visit,Yes,5
TKT-P3KCAZNU,CUST-007239,NA,Canada-West,23-12-2024,09-01-2025,Network,Resolved,Yes,3
TKT-PXMBH97Z,CUST-027674,NA,Canada-East,29-06-2023,03-07-2023,Network,Resolved,Yes,3
TKT-T9LRKFFU,CUST-019741,EU,UK,27-07-2023,03-08-2023,Device,Resolved,Yes,5
TKT-QXOWDLJ4,CUST-001826,NA,Canada-West,07-09-2023,02-10-2023,Network,Refund Issued,Yes,1
TKT-T1ALEQPI,CUST-034536,LATAM,Mexico,26-07-2024,27-07-2024,Network,Resolved,Yes,4
TKT-RT5UQ5Q7,CUST-000345,EU,UK,17-01-2025,07-02-2025,Roaming,Resolved,Yes,3
TKT-DST8RDF0,CUST-037090,APAC,South Korea,03-06-2024,28-06-2024,Other,Plan Adjusted,Yes,5
TKT-CHYK7EEI,CUST-007696,NA,Canada-West,09-07-2022,31-07-2022,Billing,Technician Visit,Yes,5
TKT-TK6VSCMQ,CUST-036347,NA,Canada-East,10-07-2023,10-07-2023,International,Plan Adjusted,Yes,5
TKT-085R4LZG,CUST-014933,NA,Canada-West,28-11-2022,14-12-2022,Plan Change,Escalated,Yes,5
TKT-G69Y5OTB,CUST-037381,APAC,Australia,15-03-2025,01-04-2025,Network,Plan Adjusted,Yes,4
TKT-X7D5X6XS,CUST-024896,EU,Spain,17-06-2022,12-07-2022,Other,Escalated,Yes,3
TKT-3791LDLU,CUST-026594,NA,Canada-West,14-03-2024,01-04-2024,Device,Escalated,Yes,5
TKT-H3JKB0SU,CUST-016317,EU,France,25-06-2024,15-07-2024,Device,Resolved,Yes,2
TKT-80LO0FJF,CUST-017818,NA,USA-West,25-11-2024,01-12-2024,International,Resolved,Yes,5
TKT-FHSNQ5WE,CUST-026947,NA,Canada-West,29-12-2022,19-01-2023,International,Resolved,Yes,4
TKT-6S1BC5MQ,CUST-038751,NA,Canada-East,26-12-2024,03-01-2025,Billing,Resolved,Yes,5
TKT-ZQ34OF1P,CUST-029760,APAC,South Korea,14-11-2023,28-11-2023,Billing,Resolved,Yes,5
TKT-5MQVON2M,CUST-034920,MEA,UAE,25-03-2024,18-04-2024,Billing,Plan Adjusted,Yes,3
TKT-DLBCHAN5,CUST-023081,NA,USA-East,24-04-2023,08-05-2023,Billing,Technician Visit,Yes,3
TKT-4J6A3WYT,CUST-006561,APAC,India,07-07-2025,05-08-2025,Other,Refund Issued,Yes,2
TKT-AFG7G0M4,CUST-036469,NA,USA-East,09-05-2025,14-05-2025,Roaming,Escalated,Yes,3
TKT-OK94YFED,CUST-009919,APAC,Australia,02-05-2022,19-05-2022,Network,No Issue Found,Yes,3
TKT-ZFHNPF62,CUST-019395,MEA,South Africa,28-01-2023,30-01-2023,Billing,Technician Visit,Yes,4
TKT-LE4Z1LA4,CUST-027549,NA,USA-West,09-06-2024,05-07-2024,Value Added Services,Resolved,Yes,3
TKT-4K6EO18F,CUST-019396,NA,Canada-East,28-04-2025,03-05-2025,Device,Resolved,Yes,5
TKT-Z80M4J7E,CUST-027634,EU,Italy,11-11-2023,28-11-2023,Device,Resolved,Yes,1
TKT-GW6A6ZPX,CUST-024729,MEA,Saudi Arabia,21-04-2025,06-05-2025,Network,Technician Visit,Yes,4
TKT-R26HYOES,CUST-037658,LATAM,Colombia,29-06-2022,29-06-2022,Billing,Resolved,Yes,5
TKT-HT4H4BN8,CUST-003225,APAC,Singapore,25-03-2023,30-03-2023,Network,Resolved,Yes,2
TKT-S2TCFTIJ,CUST-007823,EU,Italy,16-05-2023,02-06-2023,Device,Resolved,Yes,5
TKT-7JNP9C3P,CUST-024778,EU,Italy,07-01-2023,,Billing,Resolved,No,5
TKT-MGXB1DG2,CUST-021050,APAC,Australia,08-04-2025,17-04-2025,Plan Change,Plan Adjusted,Yes,4
TKT-LQICHZBH,CUST-008456,APAC,India,24-09-2022,29-09-2022,Plan Change,Escalated,Yes,5
TKT-HX4CWWAV,CUST-035535,APAC,Australia,26-04-2024,12-05-2024,Other,Escalated,Yes,1
TKT-QTSFOOVV,CUST-025244,EU,UK,18-05-2025,06-06-2025,Plan Change,Resolved,Yes,4
TKT-JIZDY9U5,CUST-005224,EU,Italy,23-10-2024,31-10-2024,Network,Resolved,Yes,3
TKT-OCXAEGZN,CUST-021326,NA,USA-West,05-05-2023,08-05-2023,Plan Change,Escalated,Yes,5
TKT-KG3R5X4I,CUST-013695,NA,USA-East,24-04-2024,05-05-2024,Plan Change,Resolved,Yes,4
TKT-1WS991ZI,CUST-011095,EU,Germany,28-07-2022,16-08-2022,Device,Resolved,Yes,3
TKT-CDEZ9SXJ,CUST-034494,APAC,South Korea,11-02-2024,01-03-2024,Network,Technician Visit,Yes,3
TKT-5PLMRXJH,CUST-030617,NA,Canada-East,29-05-2022,03-06-2022,Roaming,Resolved,Yes,4
TKT-ZJ4JTQ6T,CUST-030704,APAC,Australia,12-01-2022,,Plan Change,Resolved,No,3
TKT-I0GTOQ0S,CUST-028034,APAC,South Korea,27-05-2024,31-05-2024,International,Resolved,Yes,5
TKT-RKID5SPK,CUST-013444,NA,USA-West,08-03-2025,24-03-2025,Device,Plan Adjusted,Yes,5
TKT-HYCVROOX,CUST-004285,NA,Canada-East,11-06-2024,,Device,Resolved,No,2
TKT-MDMYHXZZ,CUST-005477,EU,Italy,19-05-2022,13-06-2022,Billing,Refund Issued,Yes,4
TKT-ZAYLJF1Z,CUST-026726,EU,UK,02-05-2025,03-05-2025,Network,Resolved,Yes,1
TKT-PT7QZT1S,CUST-020128,APAC,South Korea,30-07-2024,03-08-2024,Network,Resolved,Yes,4
TKT-YBHM1MSE,CUST-037229,EU,Italy,20-01-2022,23-01-2022,Other,Resolved,Yes,4
TKT-XYRU9O8Y,CUST-033686,LATAM,Mexico,31-12-2023,19-01-2024,Roaming,Plan Adjusted,Yes,4
TKT-DVLEOUS0,CUST-003803,LATAM,Argentina,24-05-2024,05-06-2024,Network,Resolved,Yes,3
TKT-WVV544RT,CUST-037580,EU,France,30-03-2022,31-03-2022,Network,Technician Visit,Yes,5
TKT-K0NUN18C,CUST-019192,MEA,Egypt,06-01-2024,20-01-2024,International,Resolved,Yes,4
TKT-0KJQ7Y0S,CUST-031824,NA,Canada-West,10-02-2022,09-03-2022,Other,Resolved,Yes,5
TKT-K8AILVEV,CUST-021499,APAC,Singapore,18-12-2024,01-01-2025,Billing,Resolved,Yes,1
TKT-JUNSFYFW,CUST-020316,APAC,Japan,29-04-2023,16-05-2023,Roaming,No Issue Found,Yes,3
TKT-WZ0R858X,CUST-020680,APAC,Singapore,11-04-2022,06-05-2022,Network,Resolved,Yes,3
TKT-OSOAI89V,CUST-005868,APAC,Japan,04-09-2022,08-09-2022,Network,Plan Adjusted,Yes,3
TKT-069OQNZU,CUST-036556,MEA,South Africa,08-04-2023,01-05-2023,Billing,Plan Adjusted,Yes,3
TKT-T41CUR3R,CUST-016301,EU,Italy,17-01-2022,06-02-2022,Billing,Escalated,Yes,2
TKT-4QNGFTN7,CUST-002224,APAC,Australia,18-01-2022,16-02-2022,Plan Change,Resolved,Yes,3
TKT-GFSLXBQ4,CUST-026762,EU,Germany,10-05-2023,28-05-2023,Value Added Services,Resolved,Yes,5
TKT-VF6RVAFH,CUST-012349,APAC,South Korea,03-03-2025,,Plan Change,Resolved,No,4
TKT-ZESICN3Z,CUST-013454,APAC,Japan,01-12-2023,14-12-2023,Network,Plan Adjusted,Yes,5
TKT-794AU2DE,CUST-014715,NA,Canada-East,11-02-2022,14-02-2022,Billing,Plan Adjusted,Yes,5
TKT-IGOHSM2L,CUST-005666,LATAM,Colombia,06-06-2022,21-06-2022,Other,No Issue Found,Yes,4
TKT-J8R3U84W,CUST-017128,EU,Spain,14-09-2023,20-09-2023,Device,Resolved,Yes,5
TKT-B89I0XUM,CUST-030673,APAC,Japan,24-07-2023,22-08-2023,International,Plan Adjusted,Yes,4
TKT-2V8NYAQO,CUST-002765,APAC,South Korea,04-06-2022,28-06-2022,Value Added Services,Resolved,Yes,4
TKT-FCA81Q9P,CUST-038049,MEA,Egypt,02-08-2022,11-08-2022,Value Added Services,Technician Visit,Yes,3
TKT-DD9SDMBG,CUST-029173,NA,Canada-East,29-04-2024,28-05-2024,Device,Resolved,Yes,5
TKT-11OVMAQQ,CUST-035432,EU,Italy,01-01-2022,01-01-2022,Network,Escalated,Yes,3
